TransactionID,TransactionDate,CustomerID,ProductID,SalesChannel,ProductCategory,ProductName,DiscountRate,UnitPrice,UnitCost,Quantity,SalesAmount,CostAmount,Profit
211335,2025-01-04,C01077,P018,In‑Store,Accessories,Mechanical Keyboard,0.0,150.0,85.0,1,150.0,85.0,65.0
211336,2025-12-27,C00801,P011,Online,TVs,4K LED TV 65,0.0,1300.0,950.0,1,1300.0,950.0,350.0
211337,2025-01-02,C00174,P006,Online,Phones,Smartphone Mini,0.0,900.0,620.0,1,900.0,620.0,280.0
211338,2025-04-26,C00694,P013,Online,TVs,4K OLED TV 65,0.05,2280.0,1800.0,2,4560.0,3600.0,960.0
211339,2025-10-10,C00914,P012,Online,TVs,4K OLED TV 55,0.0,1600.0,1200.0,1,1600.0,1200.0,400.0
211340,2025-07-22,C00379,P023,In‑Store,Networking,Wi‑Fi Router AX,0.0,220.0,145.0,1,220.0,145.0,75.0
211341,2025-09-03,C00101,P004,Online,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
211342,2025-06-16,C01149,P016,In‑Store,Audio,Soundbar 3.1,0.0,420.0,300.0,1,420.0,300.0,120.0
211343,2025-06-15,C00170,P015,Online,Audio,Bluetooth Speaker,0.0,180.0,110.0,1,180.0,110.0,70.0
211344,2025-01-05,C01199,P018,In‑Store,Accessories,Mechanical Keyboard,0.1,135.0,85.0,1,135.0,85.0,50.0
211345,2025-01-09,C00560,P020,Online,Accessories,Wireless Charger,0.05,57.0,32.0,1,57.0,32.0,25.0
211346,2025-10-26,C00709,P014,Online,Audio,Noise Cancelling Headphones,0.15,297.5,220.0,1,297.5,220.0,77.5
211347,2025-01-26,C00546,P024,Online,Networking,Mesh Wi‑Fi 2‑Pack,0.0,380.0,260.0,2,760.0,520.0,240.0
211348,2025-02-02,C01138,P011,Online,TVs,4K LED TV 65,0.0,1300.0,950.0,2,2600.0,1900.0,700.0
211349,2025-11-13,C00657,P013,Online,TVs,4K OLED TV 65,0.0,2400.0,1800.0,1,2400.0,1800.0,600.0
211350,2025-08-08,C00226,P013,In‑Store,TVs,4K OLED TV 65,0.0,2400.0,1800.0,1,2400.0,1800.0,600.0
211351,2025-02-12,C00479,P015,In‑Store,Audio,Bluetooth Speaker,0.0,180.0,110.0,1,180.0,110.0,70.0
211352,2025-05-11,C00044,P007,Online,Phones,Smartphone Ultra,0.05,1377.5,980.0,1,1377.5,980.0,397.5
211353,2025-11-23,C00412,P010,Online,TVs,4K LED TV 55,0.0,900.0,650.0,1,900.0,650.0,250.0
211354,2025-09-22,C00370,P008,Online,Tablets,Tablet 11,0.1,675.0,520.0,2,1350.0,1040.0,310.0
211355,2025-11-19,C00379,P021,In‑Store,Accessories,Phone Case,0.1,31.5,12.0,1,31.5,12.0,19.5
211356,2025-06-02,C01124,P011,In‑Store,TVs,4K LED TV 65,0.05,1235.0,950.0,1,1235.0,950.0,285.0
211357,2025-03-10,C00585,P005,In‑Store,Phones,Smartphone X,0.05,1140.0,820.0,2,2280.0,1640.0,640.0
211358,2025-02-22,C00974,P001,Online,Computers,Laptop Pro 14,0.1,1620.0,1350.0,1,1620.0,1350.0,270.0
211359,2025-04-21,C00163,P018,Online,Accessories,Mechanical Keyboard,0.1,135.0,85.0,3,405.0,255.0,150.0
211360,2025-07-22,C00012,P010,In‑Store,TVs,4K LED TV 55,0.1,810.0,650.0,1,810.0,650.0,160.0
211361,2025-11-04,C00785,P024,Online,Networking,Mesh Wi‑Fi 2‑Pack,0.05,361.0,260.0,1,361.0,260.0,101.0
211362,2025-03-21,C00383,P018,Online,Accessories,Mechanical Keyboard,0.0,150.0,85.0,1,150.0,85.0,65.0
211363,2025-08-16,C00559,P002,Online,Computers,Laptop Air 13,0.05,1330.0,1050.0,2,2660.0,2100.0,560.0
211364,2025-05-18,C00670,P008,Online,Tablets,Tablet 11,0.1,675.0,520.0,3,2025.0,1560.0,465.0
211365,2025-03-03,C00261,P013,Online,TVs,4K OLED TV 65,0.05,2280.0,1800.0,1,2280.0,1800.0,480.0
211366,2025-11-30,C00926,P017,Online,Accessories,Wireless Mouse,0.0,40.0,18.0,3,120.0,54.0,66.0
211367,2025-08-02,C00158,P017,In‑Store,Accessories,Wireless Mouse,0.05,38.0,18.0,1,38.0,18.0,20.0
211368,2025-10-17,C00992,P001,Online,Computers,Laptop Pro 14,0.05,1710.0,1350.0,2,3420.0,2700.0,720.0
211369,2025-09-08,C00007,P020,Online,Accessories,Wireless Charger,0.15,51.0,32.0,4,204.0,128.0,76.0
211370,2025-06-30,C00014,P002,In‑Store,Computers,Laptop Air 13,0.05,1330.0,1050.0,1,1330.0,1050.0,280.0
211371,2025-03-11,C00330,P013,In‑Store,TVs,4K OLED TV 65,0.15,2040.0,1800.0,1,2040.0,1800.0,240.0
211372,2025-10-07,C00719,P025,Online,Gaming,Game Console,0.05,617.5,480.0,1,617.5,480.0,137.5
211373,2025-08-12,C00570,P014,Online,Audio,Noise Cancelling Headphones,0.0,350.0,220.0,1,350.0,220.0,130.0
211374,2025-04-29,C00802,P023,In‑Store,Networking,Wi‑Fi Router AX,0.0,220.0,145.0,1,220.0,145.0,75.0
211375,2025-03-24,C01051,P014,Online,Audio,Noise Cancelling Headphones,0.05,332.5,220.0,2,665.0,440.0,225.0
211376,2025-07-05,C01005,P008,In‑Store,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
211377,2025-12-07,C01188,P022,Online,Accessories,HDMI Cable,0.0,25.0,8.0,3,75.0,24.0,51.0
211378,2025-11-26,C00081,P021,Online,Accessories,Phone Case,0.0,35.0,12.0,6,210.0,72.0,138.0
211379,2025-05-14,C00269,P007,In‑Store,Phones,Smartphone Ultra,0.0,1450.0,980.0,1,1450.0,980.0,470.0
211380,2025-08-23,C00238,P013,In‑Store,TVs,4K OLED TV 65,0.05,2280.0,1800.0,1,2280.0,1800.0,480.0
211381,2025-06-13,C00843,P011,In‑Store,TVs,4K LED TV 65,0.15,1105.0,950.0,2,2210.0,1900.0,310.0
211382,2025-05-30,C00159,P025,Online,Gaming,Game Console,0.0,650.0,480.0,1,650.0,480.0,170.0
211383,2025-05-27,C00418,P016,In‑Store,Audio,Soundbar 3.1,0.1,378.0,300.0,1,378.0,300.0,78.0
211384,2025-05-02,C00116,P016,Online,Audio,Soundbar 3.1,0.05,399.0,300.0,1,399.0,300.0,99.0
211385,2025-05-27,C00974,P009,Online,Tablets,Tablet Pro 13,0.05,1045.0,770.0,1,1045.0,770.0,275.0
211386,2025-10-15,C01027,P019,In‑Store,Accessories,USB-C Hub,0.0,55.0,28.0,6,330.0,168.0,162.0
211387,2025-06-10,C01056,P010,Online,TVs,4K LED TV 55,0.0,900.0,650.0,1,900.0,650.0,250.0
211388,2025-08-30,C00185,P011,Online,TVs,4K LED TV 65,0.15,1105.0,950.0,1,1105.0,950.0,155.0
211389,2025-08-19,C01184,P022,Online,Accessories,HDMI Cable,0.0,25.0,8.0,2,50.0,16.0,34.0
211390,2025-08-25,C00481,P025,Online,Gaming,Game Console,0.05,617.5,480.0,1,617.5,480.0,137.5
211391,2025-10-21,C00052,P004,In‑Store,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
211392,2025-06-04,C01107,P005,In‑Store,Phones,Smartphone X,0.15,1020.0,820.0,1,1020.0,820.0,200.0
211393,2025-10-08,C01041,P019,Online,Accessories,USB-C Hub,0.0,55.0,28.0,6,330.0,168.0,162.0
211394,2025-03-26,C00470,P022,Online,Accessories,HDMI Cable,0.0,25.0,8.0,4,100.0,32.0,68.0
211395,2025-01-07,C00622,P002,Online,Computers,Laptop Air 13,0.0,1400.0,1050.0,1,1400.0,1050.0,350.0
211396,2025-09-15,C00321,P004,In‑Store,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
211397,2025-09-18,C00677,P004,Online,Computers,2-in-1 Convertible 13,0.05,1187.5,950.0,1,1187.5,950.0,237.5
211398,2025-09-05,C00377,P017,Online,Accessories,Wireless Mouse,0.1,36.0,18.0,3,108.0,54.0,54.0
211399,2025-06-27,C01198,P013,In‑Store,TVs,4K OLED TV 65,0.05,2280.0,1800.0,1,2280.0,1800.0,480.0
211400,2025-04-17,C01180,P013,In‑Store,TVs,4K OLED TV 65,0.0,2400.0,1800.0,1,2400.0,1800.0,600.0
211401,2025-02-27,C00164,P021,Online,Accessories,Phone Case,0.0,35.0,12.0,2,70.0,24.0,46.0
211402,2025-04-16,C00909,P011,In‑Store,TVs,4K LED TV 65,0.0,1300.0,950.0,1,1300.0,950.0,350.0
211403,2025-09-11,C00415,P017,In‑Store,Accessories,Wireless Mouse,0.05,38.0,18.0,1,38.0,18.0,20.0
211404,2025-09-27,C00132,P023,In‑Store,Networking,Wi‑Fi Router AX,0.0,220.0,145.0,1,220.0,145.0,75.0
211405,2025-05-01,C01118,P012,In‑Store,TVs,4K OLED TV 55,0.1,1440.0,1200.0,2,2880.0,2400.0,480.0
211406,2025-11-14,C00999,P007,Online,Phones,Smartphone Ultra,0.05,1377.5,980.0,1,1377.5,980.0,397.5
211407,2025-05-19,C00640,P020,Online,Accessories,Wireless Charger,0.0,60.0,32.0,1,60.0,32.0,28.0
211408,2025-06-24,C01121,P002,Online,Computers,Laptop Air 13,0.0,1400.0,1050.0,1,1400.0,1050.0,350.0
211409,2025-11-11,C00834,P026,Online,Gaming,Controller,0.1,72.0,45.0,1,72.0,45.0,27.0
211410,2025-07-16,C00384,P019,Online,Accessories,USB-C Hub,0.0,55.0,28.0,2,110.0,56.0,54.0
211411,2025-03-31,C01151,P012,Online,TVs,4K OLED TV 55,0.0,1600.0,1200.0,1,1600.0,1200.0,400.0
211412,2025-07-10,C01182,P007,In‑Store,Phones,Smartphone Ultra,0.0,1450.0,980.0,1,1450.0,980.0,470.0
211413,2025-12-10,C00538,P008,In‑Store,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
211414,2025-07-16,C00028,P008,In‑Store,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
211415,2025-01-08,C01180,P010,In‑Store,TVs,4K LED TV 55,0.0,900.0,650.0,1,900.0,650.0,250.0
211416,2025-06-10,C00384,P016,In‑Store,Audio,Soundbar 3.1,0.0,420.0,300.0,1,420.0,300.0,120.0
211417,2025-09-13,C00367,P002,In‑Store,Computers,Laptop Air 13,0.0,1400.0,1050.0,1,1400.0,1050.0,350.0
211418,2025-02-11,C00521,P008,In‑Store,Tablets,Tablet 11,0.1,675.0,520.0,2,1350.0,1040.0,310.0
211419,2025-01-30,C00618,P008,Online,Tablets,Tablet 11,0.05,712.5,520.0,1,712.5,520.0,192.5
211420,2025-05-17,C00673,P007,In‑Store,Phones,Smartphone Ultra,0.0,1450.0,980.0,1,1450.0,980.0,470.0
211421,2025-03-14,C00625,P001,Online,Computers,Laptop Pro 14,0.0,1800.0,1350.0,2,3600.0,2700.0,900.0
211422,2025-03-09,C01014,P019,In‑Store,Accessories,USB-C Hub,0.0,55.0,28.0,1,55.0,28.0,27.0
211423,2025-02-12,C00336,P008,Online,Tablets,Tablet 11,0.0,750.0,520.0,2,1500.0,1040.0,460.0
211424,2025-05-22,C00512,P013,In‑Store,TVs,4K OLED TV 65,0.0,2400.0,1800.0,1,2400.0,1800.0,600.0
211425,2025-01-04,C00738,P021,Online,Accessories,Phone Case,0.0,35.0,12.0,1,35.0,12.0,23.0
211426,2025-10-31,C00714,P020,Online,Accessories,Wireless Charger,0.1,54.0,32.0,1,54.0,32.0,22.0
211427,2025-03-12,C00568,P005,In‑Store,Phones,Smartphone X,0.0,1200.0,820.0,1,1200.0,820.0,380.0
211428,2025-04-02,C00158,P003,In‑Store,Computers,Gaming Desktop,0.1,1980.0,1650.0,1,1980.0,1650.0,330.0
211429,2025-07-04,C01148,P004,Online,Computers,2-in-1 Convertible 13,0.15,1062.5,950.0,2,2125.0,1900.0,225.0
211430,2025-11-09,C00837,P005,Online,Phones,Smartphone X,0.0,1200.0,820.0,1,1200.0,820.0,380.0
211431,2025-05-23,C00827,P011,Online,TVs,4K LED TV 65,0.15,1105.0,950.0,2,2210.0,1900.0,310.0
211432,2025-06-05,C00050,P016,In‑Store,Audio,Soundbar 3.1,0.0,420.0,300.0,2,840.0,600.0,240.0
211433,2025-08-03,C00976,P017,Online,Accessories,Wireless Mouse,0.0,40.0,18.0,2,80.0,36.0,44.0
211434,2025-03-17,C00761,P005,In‑Store,Phones,Smartphone X,0.0,1200.0,820.0,1,1200.0,820.0,380.0
211435,2025-12-07,C00411,P020,Online,Accessories,Wireless Charger,0.05,57.0,32.0,2,114.0,64.0,50.0
211436,2025-11-06,C01193,P015,Online,Audio,Bluetooth Speaker,0.0,180.0,110.0,1,180.0,110.0,70.0
211437,2025-10-15,C00441,P002,Online,Computers,Laptop Air 13,0.05,1330.0,1050.0,1,1330.0,1050.0,280.0
211438,2025-11-23,C00469,P018,In‑Store,Accessories,Mechanical Keyboard,0.0,150.0,85.0,1,150.0,85.0,65.0
211439,2025-01-11,C00354,P005,Online,Phones,Smartphone X,0.1,1080.0,820.0,1,1080.0,820.0,260.0
211440,2025-01-17,C00049,P019,Online,Accessories,USB-C Hub,0.0,55.0,28.0,3,165.0,84.0,81.0
211441,2025-04-17,C00490,P006,In‑Store,Phones,Smartphone Mini,0.05,855.0,620.0,1,855.0,620.0,235.0
211442,2025-08-30,C00772,P006,Online,Phones,Smartphone Mini,0.0,900.0,620.0,1,900.0,620.0,280.0
211443,2025-09-26,C00212,P007,In‑Store,Phones,Smartphone Ultra,0.2,1160.0,980.0,1,1160.0,980.0,180.0
211444,2025-05-16,C00519,P024,Online,Networking,Mesh Wi‑Fi 2‑Pack,0.0,380.0,260.0,1,380.0,260.0,120.0
211445,2025-12-01,C00022,P011,In‑Store,TVs,4K LED TV 65,0.2,1040.0,950.0,1,1040.0,950.0,90.0
211446,2025-09-13,C00008,P018,Online,Accessories,Mechanical Keyboard,0.0,150.0,85.0,1,150.0,85.0,65.0
211447,2025-04-01,C00584,P003,Online,Computers,Gaming Desktop,0.0,2200.0,1650.0,1,2200.0,1650.0,550.0
211448,2025-02-03,C00936,P004,In‑Store,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
211449,2025-07-30,C00916,P008,In‑Store,Tablets,Tablet 11,0.15,637.5,520.0,1,637.5,520.0,117.5
211450,2025-03-01,C00190,P008,In‑Store,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
211451,2025-04-11,C00224,P026,Online,Gaming,Controller,0.05,76.0,45.0,2,152.0,90.0,62.0
211452,2025-01-31,C00210,P022,In‑Store,Accessories,HDMI Cable,0.0,25.0,8.0,3,75.0,24.0,51.0
211453,2025-02-17,C01027,P002,Online,Computers,Laptop Air 13,0.0,1400.0,1050.0,1,1400.0,1050.0,350.0
211454,2025-11-11,C00224,P010,In‑Store,TVs,4K LED TV 55,0.05,855.0,650.0,1,855.0,650.0,205.0
211455,2025-05-08,C00681,P018,Online,Accessories,Mechanical Keyboard,0.0,150.0,85.0,1,150.0,85.0,65.0
211456,2025-05-29,C00478,P010,Online,TVs,4K LED TV 55,0.1,810.0,650.0,1,810.0,650.0,160.0
211457,2025-01-26,C00416,P005,Online,Phones,Smartphone X,0.1,1080.0,820.0,1,1080.0,820.0,260.0
211458,2025-08-07,C00536,P013,In‑Store,TVs,4K OLED TV 65,0.0,2400.0,1800.0,1,2400.0,1800.0,600.0
211459,2025-04-01,C00358,P008,Online,Tablets,Tablet 11,0.0,750.0,520.0,2,1500.0,1040.0,460.0
211460,2025-12-28,C00355,P004,Online,Computers,2-in-1 Convertible 13,0.1,1125.0,950.0,1,1125.0,950.0,175.0
211461,2025-12-06,C00372,P002,In‑Store,Computers,Laptop Air 13,0.0,1400.0,1050.0,1,1400.0,1050.0,350.0
211462,2025-02-09,C00095,P025,Online,Gaming,Game Console,0.0,650.0,480.0,1,650.0,480.0,170.0
211463,2025-11-06,C00614,P010,Online,TVs,4K LED TV 55,0.05,855.0,650.0,1,855.0,650.0,205.0
211464,2025-12-06,C00337,P016,In‑Store,Audio,Soundbar 3.1,0.0,420.0,300.0,2,840.0,600.0,240.0
211465,2025-11-21,C00448,P004,Online,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
211466,2025-04-02,C00603,P014,Online,Audio,Noise Cancelling Headphones,0.0,350.0,220.0,2,700.0,440.0,260.0
211467,2025-03-05,C00755,P021,In‑Store,Accessories,Phone Case,0.1,31.5,12.0,2,63.0,24.0,39.0
211468,2025-10-18,C00715,P001,In‑Store,Computers,Laptop Pro 14,0.2,1440.0,1350.0,1,1440.0,1350.0,90.0
211469,2025-05-26,C00676,P015,Online,Audio,Bluetooth Speaker,0.05,171.0,110.0,1,171.0,110.0,61.0
211470,2025-12-22,C00515,P005,In‑Store,Phones,Smartphone X,0.0,1200.0,820.0,1,1200.0,820.0,380.0
211471,2025-02-02,C00907,P002,In‑Store,Computers,Laptop Air 13,0.0,1400.0,1050.0,1,1400.0,1050.0,350.0
211472,2025-09-21,C00373,P026,Online,Gaming,Controller,0.05,76.0,45.0,1,76.0,45.0,31.0
211473,2025-08-24,C00051,P022,Online,Accessories,HDMI Cable,0.0,25.0,8.0,5,125.0,40.0,85.0
211474,2025-02-10,C00379,P014,Online,Audio,Noise Cancelling Headphones,0.05,332.5,220.0,1,332.5,220.0,112.5
211475,2025-05-09,C00097,P016,Online,Audio,Soundbar 3.1,0.05,399.0,300.0,1,399.0,300.0,99.0
211476,2025-10-09,C00899,P023,Online,Networking,Wi‑Fi Router AX,0.0,220.0,145.0,1,220.0,145.0,75.0
211477,2025-03-09,C01180,P019,Online,Accessories,USB-C Hub,0.0,55.0,28.0,2,110.0,56.0,54.0
211478,2025-07-04,C01165,P014,Online,Audio,Noise Cancelling Headphones,0.0,350.0,220.0,1,350.0,220.0,130.0
211479,2025-11-18,C00535,P021,Online,Accessories,Phone Case,0.0,35.0,12.0,2,70.0,24.0,46.0
211480,2025-06-08,C00793,P006,In‑Store,Phones,Smartphone Mini,0.05,855.0,620.0,1,855.0,620.0,235.0
211481,2025-04-08,C00871,P012,Online,TVs,4K OLED TV 55,0.0,1600.0,1200.0,1,1600.0,1200.0,400.0
211482,2025-06-14,C00687,P019,Online,Accessories,USB-C Hub,0.0,55.0,28.0,3,165.0,84.0,81.0
211483,2025-11-18,C00799,P023,In‑Store,Networking,Wi‑Fi Router AX,0.05,209.0,145.0,1,209.0,145.0,64.0
211484,2025-06-03,C00048,P025,Online,Gaming,Game Console,0.1,585.0,480.0,2,1170.0,960.0,210.0
211485,2025-09-22,C00745,P006,In‑Store,Phones,Smartphone Mini,0.05,855.0,620.0,1,855.0,620.0,235.0
211486,2025-12-16,C00099,P012,Online,TVs,4K OLED TV 55,0.0,1600.0,1200.0,1,1600.0,1200.0,400.0
211487,2025-04-27,C00470,P008,In‑Store,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
211488,2025-06-20,C00292,P019,Online,Accessories,USB-C Hub,0.0,55.0,28.0,2,110.0,56.0,54.0
211489,2025-04-21,C00785,P017,Online,Accessories,Wireless Mouse,0.0,40.0,18.0,2,80.0,36.0,44.0
211490,2025-06-24,C00389,P008,In‑Store,Tablets,Tablet 11,0.1,675.0,520.0,1,675.0,520.0,155.0
211491,2025-07-03,C00551,P017,Online,Accessories,Wireless Mouse,0.0,40.0,18.0,2,80.0,36.0,44.0
211492,2025-10-29,C00511,P011,Online,TVs,4K LED TV 65,0.0,1300.0,950.0,1,1300.0,950.0,350.0
211493,2025-04-18,C01008,P002,In‑Store,Computers,Laptop Air 13,0.0,1400.0,1050.0,1,1400.0,1050.0,350.0
211494,2025-12-12,C00115,P023,Online,Networking,Wi‑Fi Router AX,0.0,220.0,145.0,1,220.0,145.0,75.0
211495,2025-01-20,C01098,P020,Online,Accessories,Wireless Charger,0.0,60.0,32.0,2,120.0,64.0,56.0
211496,2025-03-26,C00142,P024,In‑Store,Networking,Mesh Wi‑Fi 2‑Pack,0.0,380.0,260.0,1,380.0,260.0,120.0
211497,2025-08-31,C01119,P008,Online,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
211498,2025-08-23,C00256,P006,In‑Store,Phones,Smartphone Mini,0.05,855.0,620.0,1,855.0,620.0,235.0
211499,2025-04-18,C00682,P017,Online,Accessories,Wireless Mouse,0.0,40.0,18.0,2,80.0,36.0,44.0
211500,2025-01-21,C00437,P002,Online,Computers,Laptop Air 13,0.05,1330.0,1050.0,1,1330.0,1050.0,280.0
211501,2025-09-16,C00708,P004,In‑Store,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
211502,2025-05-15,C00216,P009,Online,Tablets,Tablet Pro 13,0.0,1100.0,770.0,1,1100.0,770.0,330.0
211503,2025-03-07,C01136,P026,Online,Gaming,Controller,0.1,72.0,45.0,2,144.0,90.0,54.0
211504,2025-12-17,C00676,P006,Online,Phones,Smartphone Mini,0.05,855.0,620.0,1,855.0,620.0,235.0
211505,2025-04-12,C00376,P001,In‑Store,Computers,Laptop Pro 14,0.1,1620.0,1350.0,1,1620.0,1350.0,270.0
211506,2025-09-10,C00394,P015,Online,Audio,Bluetooth Speaker,0.1,162.0,110.0,1,162.0,110.0,52.0
211507,2025-12-05,C00463,P021,In‑Store,Accessories,Phone Case,0.0,35.0,12.0,1,35.0,12.0,23.0
211508,2025-08-18,C00591,P008,Online,Tablets,Tablet 11,0.0,750.0,520.0,1,750.0,520.0,230.0
211509,2025-10-03,C00216,P019,Online,Accessories,USB-C Hub,0.0,55.0,28.0,1,55.0,28.0,27.0
211510,2025-11-28,C00275,P020,Online,Accessories,Wireless Charger,0.05,57.0,32.0,5,285.0,160.0,125.0
211511,2025-09-26,C00672,P018,Online,Accessories,Mechanical Keyboard,0.1,135.0,85.0,1,135.0,85.0,50.0
211512,2025-04-27,C00175,P016,Online,Audio,Soundbar 3.1,0.0,420.0,300.0,1,420.0,300.0,120.0
211513,2025-11-08,C01156,P003,Online,Computers,Gaming Desktop,0.2,1760.0,1650.0,1,1760.0,1650.0,110.0
211514,2025-03-09,C01091,P012,In‑Store,TVs,4K OLED TV 55,0.05,1520.0,1200.0,1,1520.0,1200.0,320.0
211515,2025-04-30,C00970,P026,Online,Gaming,Controller,0.15,68.0,45.0,1,68.0,45.0,23.0
211516,2025-11-26,C00032,P001,Online,Computers,Laptop Pro 14,0.0,1800.0,1350.0,1,1800.0,1350.0,450.0
211517,2025-06-25,C00595,P003,Online,Computers,Gaming Desktop,0.1,1980.0,1650.0,1,1980.0,1650.0,330.0
211518,2025-04-11,C00968,P018,Online,Accessories,Mechanical Keyboard,0.0,150.0,85.0,1,150.0,85.0,65.0
211519,2025-09-10,C00483,P016,In‑Store,Audio,Soundbar 3.1,0.0,420.0,300.0,2,840.0,600.0,240.0
211520,2025-10-20,C00151,P018,In‑Store,Accessories,Mechanical Keyboard,0.15,127.5,85.0,1,127.5,85.0,42.5
211521,2025-03-24,C00740,P006,Online,Phones,Smartphone Mini,0.15,765.0,620.0,1,765.0,620.0,145.0
211522,2025-11-15,C00628,P021,In‑Store,Accessories,Phone Case,0.0,35.0,12.0,2,70.0,24.0,46.0
211523,2025-09-18,C00334,P005,Online,Phones,Smartphone X,0.05,1140.0,820.0,1,1140.0,820.0,320.0
211524,2025-12-07,C00399,P018,In‑Store,Accessories,Mechanical Keyboard,0.05,142.5,85.0,3,427.5,255.0,172.5
211525,2025-12-20,C00983,P021,In‑Store,Accessories,Phone Case,0.0,35.0,12.0,4,140.0,48.0,92.0
211526,2025-04-05,C00142,P023,Online,Networking,Wi‑Fi Router AX,0.1,198.0,145.0,1,198.0,145.0,53.0
211527,2025-06-07,C00206,P025,In‑Store,Gaming,Game Console,0.0,650.0,480.0,1,650.0,480.0,170.0
211528,2025-03-12,C01062,P018,In‑Store,Accessories,Mechanical Keyboard,0.05,142.5,85.0,3,427.5,255.0,172.5
211529,2025-03-14,C00301,P014,In‑Store,Audio,Noise Cancelling Headphones,0.0,350.0,220.0,2,700.0,440.0,260.0
211530,2025-08-29,C00910,P021,Online,Accessories,Phone Case,0.1,31.5,12.0,6,189.0,72.0,117.0
211531,2025-01-06,C00861,P001,Online,Computers,Laptop Pro 14,0.15,1530.0,1350.0,1,1530.0,1350.0,180.0
211532,2025-03-13,C00586,P004,In‑Store,Computers,2-in-1 Convertible 13,0.0,1250.0,950.0,1,1250.0,950.0,300.0
211533,2025-12-26,C00049,P006,Online,Phones,Smartphone Mini,0.05,855.0,620.0,1,855.0,620.0,235.0
211534,2025-07-30,C00470,P011,In‑Store,TVs,4K LED TV 65,0.05,1235.0,950.0,1,1235.0,950.0,285.0
211535,2025-03-01,C00454,P023,Online,Networking,Wi‑Fi Router AX,0.0,220.0,145.0,1,220.0,145.0,75.0
211536,2025-02-04,C00831,P024,Online,Networking,Mesh Wi‑Fi 2‑Pack,0.0,380.0,260.0,1,380.0,260.0,120.0
211537,2025-01-16,C00820,P006,Online,Phones,Smartphone Mini,0.1,810.0,620.0,1,810.0,620.0,190.0
211538,2025-05-09,C00775,P005,Online,Phones,Smartphone X,0.0,1200.0,820.0,1,1200.0,820.0,380.0
211539,2025-05-07,C00941,P012,Online,TVs,4K OLED TV 55,0.1,1440.0,1200.0,1,1440.0,1200.0,240.0
211540,2025-12-14,C01167,P013,In‑Store,TVs,4K OLED TV 65,0.0,2400.0,1800.0,1,2400.0,1800.0,600.0
211541,2025-12-24,C00096,P024,In‑Store,Networking,Mesh Wi‑Fi 2‑Pack,0.15,323.0,260.0,1,323.0,260.0,63.0
211542,2025-11-26,C00376,P018,Online,Accessories,Mechanical Keyboard,0.05,142.5,85.0,1,142.5,85.0,57.5
211543,2025-06-30,C00979,P015,In‑Store,Audio,Bluetooth Speaker,0.05,171.0,110.0,1,171.0,110.0,61.0
211544,2025-08-27,C01002,P019,In‑Store,Accessories,USB-C Hub,0.1,49.5,28.0,2,99.0,56.0,43.0
211545,2025-12-08,C00560,P025,In‑Store,Gaming,Game Console,0.1,585.0,480.0,1,585.0,480.0,105.0
211546,2025-12-22,C00608,P016,In‑Store,Audio,Soundbar 3.1,0.0,420.0,300.0,1,420.0,300.0,120.0
211547,2025-09-10,C00125,P022,In‑Store,Accessories,HDMI Cable,0.0,25.0,8.0,5,125.0,40.0,85.0
211548,2025-07-29,C00583,P022,Online,Accessories,HDMI Cable,0.05,23.75,8.0,4,95.0,32.0,63.0
211549,2025-04-01,C00471,P007,Online,Phones,Smartphone Ultra,0.1,1305.0,980.0,2,2610.0,1960.0,650.0
211550,2025-06-02,C00582,P003,In‑Store,Computers,Gaming Desktop,0.1,1980.0,1650.0,1,1980.0,1650.0,330.0
211551,2025-09-01,C00614,P022,Online,Accessories,HDMI Cable,0.0,25.0,8.0,2,50.0,16.0,34.0
211552,2025-05-13,C01175,P006,Online,Phones,Smartphone Mini,0.1,810.0,620.0,1,810.0,620.0,190.0
211553,2025-04-16,C00610,P007,Online,Phones,Smartphone Ultra,0.0,1450.0,980.0,1,1450.0,980.0,470.0
211554,2025-05-28,C00823,P021,In‑Store,Accessories,Phone Case,0.0,35.0,12.0,3,105.0,36.0,69.0
211555,2025-01-28,C00385,P005,Online,Phones,Smartphone X,0.0,1200.0,820.0,1,1200.0,820.0,380.0
211556,2025-11-23,C00061,P023,In‑Store,Networking,Wi‑Fi Router AX,0.0,220.0,145.0,1,220.0,145.0,75.0
211557,2025-01-05,C00731,P011,In‑Store,TVs,4K LED TV 65,0.0,1300.0,950.0,2,2600.0,1900.0,700.0
