CheckInID,MemberID,ClassID,CheckInDate,DurationMinutes
CHK03101,MB0593,C07,2024-03-05,75
CHK03102,MB0267,C08,2024-04-15,90
CHK03103,MB0061,C07,2024-07-10,30
CHK03104,MB0147,C02,2024-09-10,75
CHK03105,MB0319,C01,2024-04-29,60
CHK03106,MB0565,C08,2024-12-16,30
CHK03107,MB0742,C06,2024-04-02,90
CHK03108,MB0189,C03,2024-08-17,60
CHK03109,MB0725,C02,2024-08-30,90
CHK03110,MB0528,C01,2024-06-23,30
CHK03111,MB0103,C07,2024-05-08,30
CHK03112,MB0445,C04,2024-02-24,90
CHK03113,MB0636,C07,2024-01-18,45
CHK03114,MB0407,C01,2024-12-23,75
CHK03115,MB0129,C03,2024-12-14,30
CHK03116,MB0147,C07,2024-12-16,75
CHK03117,MB0726,C06,2024-11-16,90
CHK03118,MB0145,C04,2024-09-05,45
CHK03119,MB0047,C07,2024-10-27,45
CHK03120,MB0695,C08,2024-06-11,45
CHK03121,MB0766,C07,2024-04-30,75
CHK03122,MB0505,C07,2024-10-23,30
CHK03123,MB0384,C06,2024-06-22,75
CHK03124,MB0415,C05,2024-04-23,60
CHK03125,MB0100,C01,2024-06-18,30
CHK03126,MB0554,C03,2024-09-28,60
CHK03127,MB0113,C03,2024-03-18,30
CHK03128,MB0095,C07,2024-06-13,75
CHK03129,MB0378,C02,2024-10-24,45
CHK03130,MB0350,C03,2024-11-03,75
CHK03131,MB0221,C06,2024-12-01,60
CHK03132,MB0386,C07,2024-04-17,75
CHK03133,MB0062,C01,2024-02-16,90
CHK03134,MB0246,C02,2024-12-01,45
CHK03135,MB0006,C06,2024-12-31,45
CHK03136,MB0313,C05,2024-04-06,60
CHK03137,MB0451,C04,2024-10-12,90
CHK03138,MB0800,C01,2024-06-04,75
CHK03139,MB0488,C03,2024-04-14,75
CHK03140,MB0039,C01,2024-12-27,75
CHK03141,MB0766,C05,2024-08-07,75
CHK03142,MB0740,C06,2024-01-22,75
CHK03143,MB0012,C06,2024-09-24,75
CHK03144,MB0479,C02,2024-01-08,60
CHK03145,MB0775,C02,2024-03-13,75
CHK03146,MB0194,C07,2024-05-04,75
CHK03147,MB0610,C01,2024-12-29,75
CHK03148,MB0707,C06,2024-03-04,60
CHK03149,MB0203,C04,2024-08-29,30
CHK03150,MB0742,C01,2024-11-17,90
CHK03151,MB0372,C04,2024-08-28,75
CHK03152,MB0377,C01,2024-04-14,75
CHK03153,MB0445,C06,2024-11-13,75
CHK03154,MB0724,C08,2024-05-01,45
CHK03155,MB0206,C06,2024-01-25,45
CHK03156,MB0166,C08,2024-12-09,90
CHK03157,MB0498,C03,2024-07-25,30
CHK03158,MB0694,C06,2024-03-07,90
CHK03159,MB0327,C02,2024-04-29,45
CHK03160,MB0565,C05,2024-05-11,30
CHK03161,MB0732,C05,2024-07-16,60
CHK03162,MB0386,C01,2024-10-27,90
CHK03163,MB0334,C03,2024-06-20,45
CHK03164,MB0743,C06,2024-10-24,60
CHK03165,MB0203,C05,2024-09-22,60
CHK03166,MB0732,C01,2024-10-21,90
CHK03167,MB0619,C01,2024-10-13,75
CHK03168,MB0784,C07,2024-06-29,45
CHK03169,MB0067,C02,2024-09-07,30
CHK03170,MB0292,C06,2024-02-22,60
CHK03171,MB0623,C06,2024-07-11,90
CHK03172,MB0197,C05,2024-09-07,30
CHK03173,MB0117,C08,2024-12-19,60
CHK03174,MB0287,C06,2024-01-26,30
CHK03175,MB0758,C03,2024-02-22,60
CHK03176,MB0373,C02,2024-07-02,90
CHK03177,MB0579,C02,2024-08-15,45
CHK03178,MB0731,C08,2024-06-23,75
CHK03179,MB0100,C08,2024-09-27,75
CHK03180,MB0124,C05,2024-05-16,45
CHK03181,MB0784,C04,2024-06-27,45
CHK03182,MB0356,C07,2024-07-06,75
CHK03183,MB0602,C06,2024-11-17,90
CHK03184,MB0142,C06,2024-12-25,30
CHK03185,MB0044,C02,2024-02-06,60
CHK03186,MB0192,C01,2024-10-16,75
CHK03187,MB0181,C07,2024-05-10,60
CHK03188,MB0556,C01,2024-08-08,45
CHK03189,MB0382,C05,2024-09-21,45
CHK03190,MB0565,C01,2024-06-14,45
CHK03191,MB0770,C03,2024-10-02,60
CHK03192,MB0236,C02,2024-06-24,75
CHK03193,MB0525,C08,2024-10-07,75
CHK03194,MB0304,C06,2024-09-29,75
CHK03195,MB0774,C08,2024-02-16,75
CHK03196,MB0564,C03,2024-04-04,75
CHK03197,MB0156,C07,2024-12-17,60
CHK03198,MB0544,C01,2024-09-27,90
CHK03199,MB0197,C01,2024-04-01,30
CHK03200,MB0301,C01,2024-05-08,90
CHK03201,MB0246,C06,2024-09-07,30
CHK03202,MB0578,C08,2024-02-06,60
CHK03203,MB0651,C01,2024-08-08,30
CHK03204,MB0544,C01,2024-05-28,60
CHK03205,MB0142,C02,2024-07-24,90
CHK03206,MB0544,C06,2024-06-29,30
CHK03207,MB0521,C04,2024-09-10,90
CHK03208,MB0198,C08,2024-04-16,75
CHK03209,MB0169,C08,2024-12-15,90
CHK03210,MB0737,C08,2024-08-08,30
CHK03211,MB0491,C05,2024-02-22,30
CHK03212,MB0256,C04,2024-10-09,45
CHK03213,MB0077,C08,2024-07-27,75
CHK03214,MB0689,C06,2024-02-27,45
CHK03215,MB0105,C01,2024-07-28,90
CHK03216,MB0754,C05,2024-02-04,75
CHK03217,MB0254,C08,2024-09-24,30
CHK03218,MB0477,C02,2024-07-03,30
CHK03219,MB0730,C05,2024-06-13,90
CHK03220,MB0644,C01,2024-08-01,90
CHK03221,MB0128,C08,2024-04-15,60
CHK03222,MB0307,C06,2024-11-11,90
CHK03223,MB0733,C04,2024-02-05,60
CHK03224,MB0530,C04,2024-06-26,45
CHK03225,MB0421,C04,2024-07-15,30
CHK03226,MB0589,C04,2024-08-23,30
CHK03227,MB0747,C01,2024-12-05,45
CHK03228,MB0267,C03,2024-05-24,60
CHK03229,MB0200,C05,2024-09-13,90
CHK03230,MB0132,C06,2024-05-04,90
CHK03231,MB0650,C03,2024-06-27,30
CHK03232,MB0579,C05,2024-08-31,90
CHK03233,MB0294,C05,2024-11-12,30
CHK03234,MB0468,C02,2024-11-09,45
CHK03235,MB0535,C03,2024-11-13,45
CHK03236,MB0158,C05,2024-10-18,75
CHK03237,MB0419,C03,2024-05-05,90
CHK03238,MB0351,C08,2024-10-11,90
CHK03239,MB0082,C08,2024-03-17,75
CHK03240,MB0673,C08,2024-08-12,30
CHK03241,MB0743,C02,2024-10-08,75
CHK03242,MB0102,C04,2024-11-01,45
CHK03243,MB0045,C03,2024-05-26,45
CHK03244,MB0613,C06,2024-10-23,60
CHK03245,MB0099,C04,2024-11-06,60
CHK03246,MB0626,C03,2024-02-29,30
CHK03247,MB0202,C07,2024-09-18,30
CHK03248,MB0164,C07,2024-06-04,90
CHK03249,MB0187,C03,2024-07-20,45
CHK03250,MB0090,C02,2024-12-11,60
CHK03251,MB0120,C03,2024-06-08,90
CHK03252,MB0407,C05,2024-03-01,75
CHK03253,MB0712,C03,2024-10-11,30
CHK03254,MB0016,C08,2024-09-19,75
CHK03255,MB0534,C03,2024-12-01,75
CHK03256,MB0367,C05,2024-03-02,30
CHK03257,MB0248,C05,2024-08-13,45
CHK03258,MB0410,C02,2024-06-02,30
CHK03259,MB0003,C07,2024-02-22,30
CHK03260,MB0665,C07,2024-05-14,90
CHK03261,MB0674,C08,2024-07-19,90
CHK03262,MB0735,C05,2024-12-10,75
CHK03263,MB0068,C04,2024-10-25,45
CHK03264,MB0781,C06,2024-10-25,60
CHK03265,MB0606,C01,2024-01-19,75
CHK03266,MB0747,C05,2024-07-03,90
CHK03267,MB0156,C05,2024-08-01,30
CHK03268,MB0381,C01,2024-07-07,90
CHK03269,MB0541,C07,2024-03-17,90
CHK03270,MB0657,C03,2024-02-21,75
CHK03271,MB0400,C01,2024-07-05,90
CHK03272,MB0370,C01,2024-06-11,60
CHK03273,MB0035,C01,2024-12-30,75
CHK03274,MB0275,C08,2024-07-24,60
CHK03275,MB0234,C01,2024-11-03,60
CHK03276,MB0570,C04,2024-06-29,60
CHK03277,MB0159,C05,2024-06-23,45
CHK03278,MB0062,C07,2024-01-07,75
CHK03279,MB0109,C01,2024-05-21,75
CHK03280,MB0782,C02,2024-05-19,75
CHK03281,MB0565,C02,2024-08-27,30
CHK03282,MB0400,C01,2024-07-05,90
CHK03283,MB0698,C02,2024-06-17,30
CHK03284,MB0123,C05,2024-10-30,75
CHK03285,MB0700,C08,2024-04-09,45
CHK03286,MB0392,C06,2024-10-12,60
CHK03287,MB0076,C08,2024-05-27,90
CHK03288,MB0425,C08,2024-06-14,90
CHK03289,MB0757,C07,2024-09-16,75
CHK03290,MB0800,C04,2024-02-25,30
CHK03291,MB0198,C02,2024-10-25,90
CHK03292,MB0725,C02,2024-01-29,75
CHK03293,MB0321,C03,2024-09-29,90
CHK03294,MB0574,C05,2024-07-07,75
CHK03295,MB0136,C06,2024-02-05,30
CHK03296,MB0007,C02,2024-05-04,45
CHK03297,MB0356,C03,2024-05-20,75
CHK03298,MB0746,C08,2024-07-20,60
CHK03299,MB0711,C06,2024-10-15,60
CHK03300,MB0466,C08,2024-07-23,90
CHK03301,MB0100,C07,2024-12-08,90
CHK03302,MB0363,C04,2024-12-16,60
CHK03303,MB0624,C08,2024-07-12,90
CHK03304,MB0085,C01,2024-08-01,45
CHK03305,MB0662,C05,2024-04-02,45
CHK03306,MB0608,C01,2024-10-28,60
CHK03307,MB0043,C04,2024-12-05,30
CHK03308,MB0587,C06,2024-03-08,60
CHK03309,MB0496,C07,2024-12-29,90
CHK03310,MB0350,C02,2024-11-08,90
CHK03311,MB0742,C03,2024-10-11,90
CHK03312,MB0695,C03,2024-04-19,45
CHK03313,MB0728,C05,2024-07-14,30
CHK03314,MB0404,C03,2024-05-22,75
CHK03315,MB0687,C03,2024-07-06,45
CHK03316,MB0740,C06,2024-11-15,90
CHK03317,MB0010,C07,2024-07-21,45
CHK03318,MB0567,C08,2024-11-30,60
CHK03319,MB0671,C06,2024-08-15,45
CHK03320,MB0350,C02,2024-06-26,45
CHK03321,MB0148,C05,2024-06-05,90
CHK03322,MB0287,C01,2024-04-06,90
CHK03323,MB0118,C06,2024-09-01,30
CHK03324,MB0621,C07,2024-12-27,45
CHK03325,MB0415,C04,2024-06-12,60
CHK03326,MB0169,C05,2024-08-07,30
CHK03327,MB0793,C03,2024-02-08,75
CHK03328,MB0277,C05,2024-08-19,90
CHK03329,MB0296,C06,2024-08-13,75
CHK03330,MB0397,C04,2024-06-20,45
CHK03331,MB0619,C04,2024-08-09,45
CHK03332,MB0670,C06,2024-11-28,75
CHK03333,MB0041,C04,2024-03-24,30
CHK03334,MB0306,C08,2024-04-27,60
CHK03335,MB0476,C03,2024-02-19,60
CHK03336,MB0351,C06,2024-05-04,90
CHK03337,MB0369,C05,2024-10-15,90
CHK03338,MB0434,C07,2024-08-30,60
CHK03339,MB0083,C07,2024-03-23,90
CHK03340,MB0316,C03,2024-07-26,75
CHK03341,MB0223,C08,2024-07-13,45
CHK03342,MB0197,C05,2024-01-02,75
CHK03343,MB0645,C07,2024-12-04,60
CHK03344,MB0698,C05,2024-01-04,30
CHK03345,MB0190,C01,2024-09-16,45
CHK03346,MB0442,C01,2024-03-20,60
CHK03347,MB0408,C03,2024-11-13,45
CHK03348,MB0503,C08,2024-12-05,90
CHK03349,MB0437,C04,2024-05-15,60
CHK03350,MB0667,C03,2024-11-12,90
CHK03351,MB0281,C03,2024-07-17,45
CHK03352,MB0153,C08,2024-11-16,90
CHK03353,MB0749,C06,2024-02-14,90
CHK03354,MB0360,C02,2024-11-12,30
CHK03355,MB0324,C06,2024-09-01,60
CHK03356,MB0636,C02,2024-12-14,75
CHK03357,MB0658,C07,2024-11-19,60
CHK03358,MB0180,C01,2024-05-21,60
CHK03359,MB0422,C02,2024-06-16,90
CHK03360,MB0406,C02,2024-01-11,60
CHK03361,MB0062,C07,2024-03-08,30
CHK03362,MB0468,C07,2024-07-21,30
CHK03363,MB0521,C06,2024-03-30,75
CHK03364,MB0052,C07,2024-06-05,90
CHK03365,MB0649,C02,2024-09-22,90
CHK03366,MB0310,C08,2024-02-25,30
CHK03367,MB0409,C04,2024-11-19,60
CHK03368,MB0314,C05,2024-01-17,60
CHK03369,MB0591,C04,2024-02-01,90
CHK03370,MB0432,C03,2024-12-03,75
CHK03371,MB0216,C08,2024-01-27,45
CHK03372,MB0481,C02,2024-03-05,45
CHK03373,MB0298,C08,2024-03-16,60
CHK03374,MB0053,C06,2024-07-06,90
CHK03375,MB0642,C06,2024-12-18,30
CHK03376,MB0046,C07,2024-10-20,60
CHK03377,MB0158,C05,2024-04-23,60
CHK03378,MB0242,C07,2024-10-12,75
CHK03379,MB0756,C08,2024-06-03,45
CHK03380,MB0050,C01,2024-12-21,90
CHK03381,MB0152,C05,2024-12-01,45
CHK03382,MB0159,C08,2024-09-22,60
CHK03383,MB0396,C06,2024-05-03,45
CHK03384,MB0204,C02,2024-02-19,90
CHK03385,MB0639,C06,2024-08-01,30
CHK03386,MB0135,C08,2024-07-01,75
CHK03387,MB0421,C04,2024-10-03,75
CHK03388,MB0357,C04,2024-04-19,60
CHK03389,MB0070,C04,2024-08-14,30
CHK03390,MB0534,C04,2024-12-25,60
CHK03391,MB0634,C02,2024-07-11,45
CHK03392,MB0079,C05,2024-07-14,90
CHK03393,MB0765,C05,2024-04-02,75
CHK03394,MB0207,C06,2024-12-13,60
CHK03395,MB0039,C04,2024-05-07,75
CHK03396,MB0692,C04,2024-07-31,45
CHK03397,MB0538,C02,2024-08-23,45
CHK03398,MB0442,C07,2024-09-24,75
CHK03399,MB0291,C05,2024-02-21,60
CHK03400,MB0083,C03,2024-06-04,90
CHK03401,MB0344,C08,2024-07-26,30
CHK03402,MB0498,C03,2024-07-02,75
CHK03403,MB0432,C01,2024-04-16,90
CHK03404,MB0353,C07,2024-08-29,30
CHK03405,MB0681,C03,2024-09-11,30
CHK03406,MB0010,C03,2024-12-10,60
CHK03407,MB0084,C03,2024-07-16,60
CHK03408,MB0182,C03,2024-07-11,45
CHK03409,MB0645,C07,2024-03-22,60
CHK03410,MB0047,C06,2024-11-13,30
CHK03411,MB0509,C07,2024-11-23,45
CHK03412,MB0724,C01,2024-08-03,90
CHK03413,MB0363,C08,2024-05-15,75
CHK03414,MB0614,C02,2024-10-19,30
CHK03415,MB0021,C05,2024-12-27,75
CHK03416,MB0231,C05,2024-06-28,90
CHK03417,MB0471,C03,2024-02-27,90
CHK03418,MB0703,C01,2024-11-04,45
CHK03419,MB0466,C02,2024-01-06,45
CHK03420,MB0352,C05,2024-03-10,30
CHK03421,MB0592,C08,2024-01-12,45
CHK03422,MB0411,C05,2024-11-15,60
CHK03423,MB0313,C01,2024-07-25,60
CHK03424,MB0597,C06,2024-06-05,45
CHK03425,MB0707,C01,2024-08-14,90
CHK03426,MB0611,C03,2024-07-01,90
CHK03427,MB0443,C06,2024-03-12,30
CHK03428,MB0575,C07,2024-02-09,60
CHK03429,MB0766,C08,2024-05-10,60
CHK03430,MB0485,C03,2024-08-30,90
CHK03431,MB0401,C07,2024-07-11,45
CHK03432,MB0250,C05,2024-02-24,75
CHK03433,MB0128,C02,2024-01-03,75
CHK03434,MB0688,C06,2024-08-06,60
CHK03435,MB0319,C03,2024-10-05,90
CHK03436,MB0059,C04,2024-10-02,30
CHK03437,MB0160,C07,2024-02-21,60
CHK03438,MB0576,C03,2024-06-23,60
CHK03439,MB0132,C01,2024-10-03,30
CHK03440,MB0599,C06,2024-10-17,60
CHK03441,MB0768,C05,2024-04-09,75
CHK03442,MB0152,C02,2024-08-17,45
CHK03443,MB0131,C04,2024-04-20,30
CHK03444,MB0311,C03,2024-10-04,45
CHK03445,MB0008,C04,2024-11-23,30
CHK03446,MB0736,C03,2024-09-27,30
CHK03447,MB0392,C04,2024-04-17,75
CHK03448,MB0759,C02,2024-12-05,45
CHK03449,MB0288,C05,2024-01-31,90
CHK03450,MB0189,C02,2024-02-01,75
CHK03451,MB0074,C04,2024-06-07,30
CHK03452,MB0113,C02,2024-10-24,75
CHK03453,MB0342,C07,2024-05-24,45
CHK03454,MB0431,C07,2024-08-31,30
CHK03455,MB0066,C01,2024-04-03,45
CHK03456,MB0638,C01,2024-01-20,75
CHK03457,MB0408,C01,2024-11-14,90
CHK03458,MB0334,C02,2024-03-26,75
CHK03459,MB0639,C07,2024-04-14,60
CHK03460,MB0136,C04,2024-10-14,60
CHK03461,MB0224,C07,2024-09-10,45
CHK03462,MB0251,C08,2024-04-30,60
CHK03463,MB0776,C01,2024-07-19,60
CHK03464,MB0315,C02,2024-01-09,75
CHK03465,MB0392,C08,2024-05-20,60
CHK03466,MB0080,C04,2024-05-28,30
CHK03467,MB0433,C07,2024-01-19,30
CHK03468,MB0419,C08,2024-01-16,60
CHK03469,MB0041,C08,2024-02-24,75
CHK03470,MB0695,C04,2024-09-16,30
CHK03471,MB0412,C08,2024-05-12,30
CHK03472,MB0264,C02,2024-05-20,75
CHK03473,MB0047,C07,2024-08-26,90
CHK03474,MB0557,C08,2024-09-01,90
CHK03475,MB0242,C08,2024-11-11,90
CHK03476,MB0520,C04,2024-04-16,60
CHK03477,MB0613,C03,2024-04-17,90
CHK03478,MB0302,C05,2024-03-19,45
CHK03479,MB0423,C05,2024-05-06,45
CHK03480,MB0446,C04,2024-02-14,30
CHK03481,MB0285,C01,2024-09-20,30
CHK03482,MB0657,C02,2024-11-20,60
CHK03483,MB0502,C08,2024-05-23,45
CHK03484,MB0455,C07,2024-10-16,30
CHK03485,MB0244,C07,2024-08-20,60
CHK03486,MB0256,C06,2024-06-05,30
CHK03487,MB0134,C01,2024-06-30,30
CHK03488,MB0535,C05,2024-11-03,90
CHK03489,MB0725,C03,2024-01-04,60
CHK03490,MB0544,C02,2024-10-04,60
CHK03491,MB0522,C04,2024-08-26,60
CHK03492,MB0691,C02,2024-12-12,45
CHK03493,MB0624,C02,2024-08-15,30
CHK03494,MB0365,C01,2024-08-02,45
CHK03495,MB0690,C06,2024-06-23,45
CHK03496,MB0011,C08,2024-07-28,30
CHK03497,MB0723,C02,2024-08-27,75
CHK03498,MB0412,C01,2024-08-19,75
CHK03499,MB0227,C04,2024-08-12,75
CHK03500,MB0004,C04,2024-08-06,90
CHK03501,MB0251,C04,2024-11-13,45
CHK03502,MB0312,C03,2024-07-01,90
CHK03503,MB0721,C03,2024-01-25,90
CHK03504,MB0454,C08,2024-12-12,60
CHK03505,MB0654,C06,2024-06-02,75
CHK03506,MB0006,C04,2024-06-25,30
CHK03507,MB0254,C01,2024-10-03,30
CHK03508,MB0090,C03,2024-02-01,75
CHK03509,MB0294,C07,2024-04-05,90
CHK03510,MB0517,C04,2024-03-30,45
CHK03511,MB0696,C02,2024-12-23,75
CHK03512,MB0284,C03,2024-03-06,60
CHK03513,MB0183,C02,2024-07-06,75
CHK03514,MB0052,C06,2024-07-29,30
CHK03515,MB0092,C08,2024-10-27,90
CHK03516,MB0064,C03,2024-11-09,60
CHK03517,MB0081,C03,2024-10-17,90
CHK03518,MB0687,C08,2024-02-29,30
CHK03519,MB0424,C03,2024-03-07,30
CHK03520,MB0774,C06,2024-07-13,45
CHK03521,MB0445,C02,2024-07-03,60
CHK03522,MB0194,C07,2024-12-21,90
CHK03523,MB0144,C05,2024-12-02,90
CHK03524,MB0480,C08,2024-11-09,30
CHK03525,MB0295,C06,2024-09-01,45
CHK03526,MB0560,C03,2024-07-30,30
CHK03527,MB0612,C03,2024-11-17,75
CHK03528,MB0194,C06,2024-05-02,75
CHK03529,MB0308,C07,2024-12-29,45
CHK03530,MB0469,C08,2024-10-18,90
CHK03531,MB0711,C03,2024-09-01,90
CHK03532,MB0023,C01,2024-03-05,90
CHK03533,MB0744,C02,2024-10-21,60
CHK03534,MB0223,C08,2024-07-23,60
CHK03535,MB0487,C04,2024-09-02,45
CHK03536,MB0701,C07,2024-08-27,45
CHK03537,MB0250,C04,2024-11-17,75
CHK03538,MB0788,C01,2024-05-16,60
CHK03539,MB0589,C04,2024-03-24,60
CHK03540,MB0531,C06,2024-03-19,75
CHK03541,MB0571,C04,2024-09-01,90
CHK03542,MB0541,C08,2024-04-30,30
CHK03543,MB0790,C05,2024-07-03,30
CHK03544,MB0241,C04,2024-06-18,30
CHK03545,MB0610,C05,2024-06-13,75
CHK03546,MB0275,C03,2024-10-02,75
CHK03547,MB0242,C03,2024-05-25,45
CHK03548,MB0319,C08,2024-08-28,75
CHK03549,MB0767,C08,2024-04-25,90
CHK03550,MB0552,C03,2024-06-20,45
CHK03551,MB0193,C01,2024-12-11,90
CHK03552,MB0202,C03,2024-02-26,60
CHK03553,MB0528,C05,2024-09-18,75
CHK03554,MB0726,C01,2024-09-22,90
CHK03555,MB0188,C06,2024-06-07,30
CHK03556,MB0641,C07,2024-04-18,75
CHK03557,MB0545,C04,2024-10-20,75
CHK03558,MB0027,C06,2024-02-12,60
CHK03559,MB0024,C03,2024-02-25,30
CHK03560,MB0658,C03,2024-05-05,45
CHK03561,MB0626,C06,2024-05-02,30
CHK03562,MB0141,C04,2024-02-05,45
CHK03563,MB0109,C08,2024-05-25,60
CHK03564,MB0533,C04,2024-07-06,30
CHK03565,MB0230,C05,2024-02-21,60
CHK03566,MB0543,C05,2024-05-20,30
CHK03567,MB0263,C05,2024-10-31,45
CHK03568,MB0336,C01,2024-05-28,30
CHK03569,MB0340,C07,2024-08-08,90
CHK03570,MB0364,C01,2024-10-07,30
CHK03571,MB0474,C06,2024-07-02,90
CHK03572,MB0230,C05,2024-01-05,75
CHK03573,MB0433,C04,2024-09-26,45
CHK03574,MB0675,C04,2024-03-04,45
CHK03575,MB0287,C03,2024-08-29,75
CHK03576,MB0659,C05,2024-03-29,75
CHK03577,MB0529,C02,2024-11-23,45
CHK03578,MB0073,C06,2024-03-23,90
CHK03579,MB0092,C01,2024-08-07,75
CHK03580,MB0019,C08,2024-03-24,75
CHK03581,MB0448,C03,2024-02-15,30
CHK03582,MB0771,C05,2024-05-12,60
CHK03583,MB0566,C08,2024-08-18,30
CHK03584,MB0392,C05,2024-06-12,75
CHK03585,MB0502,C07,2024-10-13,75
CHK03586,MB0676,C08,2024-02-23,90
CHK03587,MB0569,C02,2024-05-12,75
CHK03588,MB0655,C01,2024-04-09,30
CHK03589,MB0004,C02,2024-06-25,30
CHK03590,MB0078,C01,2024-11-26,60
CHK03591,MB0730,C06,2024-01-08,90
CHK03592,MB0427,C08,2024-05-31,30
CHK03593,MB0174,C03,2024-02-09,60
CHK03594,MB0353,C05,2024-08-29,45
CHK03595,MB0316,C03,2024-05-26,75
CHK03596,MB0176,C06,2024-07-22,60
CHK03597,MB0309,C06,2024-07-08,90
CHK03598,MB0678,C08,2024-03-07,30
CHK03599,MB0605,C04,2024-06-30,75
CHK03600,MB0799,C02,2024-10-06,90
CHK03601,MB0533,C05,2024-09-19,90
CHK03602,MB0134,C05,2024-04-21,45
CHK03603,MB0237,C05,2024-10-28,30
CHK03604,MB0756,C08,2024-03-13,60
CHK03605,MB0631,C06,2024-12-18,90
CHK03606,MB0011,C04,2024-05-22,90
CHK03607,MB0706,C04,2024-08-01,30
CHK03608,MB0085,C02,2024-03-03,90
CHK03609,MB0277,C05,2024-11-29,30
CHK03610,MB0044,C08,2024-10-19,60
CHK03611,MB0728,C06,2024-12-22,75
CHK03612,MB0507,C08,2024-04-03,45
CHK03613,MB0765,C04,2024-11-22,75
CHK03614,MB0082,C03,2024-05-06,30
CHK03615,MB0121,C01,2024-06-09,45
CHK03616,MB0081,C03,2024-11-24,30
CHK03617,MB0577,C06,2024-05-02,30
CHK03618,MB0239,C05,2024-06-18,45
CHK03619,MB0380,C04,2024-11-10,75
CHK03620,MB0725,C02,2024-08-25,30
CHK03621,MB0668,C05,2024-03-17,45
CHK03622,MB0292,C05,2024-04-26,45
CHK03623,MB0184,C04,2024-02-24,90
CHK03624,MB0478,C05,2024-04-20,90
CHK03625,MB0119,C06,2024-01-25,90
CHK03626,MB0723,C04,2024-02-16,90
CHK03627,MB0550,C01,2024-11-06,30
CHK03628,MB0242,C07,2024-03-26,45
CHK03629,MB0206,C01,2024-07-16,30
CHK03630,MB0675,C02,2024-04-03,90
CHK03631,MB0445,C04,2024-07-28,30
CHK03632,MB0302,C04,2024-11-16,90
CHK03633,MB0725,C07,2024-01-19,75
CHK03634,MB0165,C03,2024-06-09,30
CHK03635,MB0183,C06,2024-05-09,45
CHK03636,MB0310,C04,2024-03-13,90
CHK03637,MB0487,C05,2024-07-23,60
CHK03638,MB0461,C02,2024-06-21,30
CHK03639,MB0387,C03,2024-08-30,90
CHK03640,MB0014,C06,2024-10-22,90
CHK03641,MB0422,C05,2024-11-22,45
CHK03642,MB0263,C05,2024-03-19,30
CHK03643,MB0017,C07,2024-07-22,30
CHK03644,MB0348,C04,2024-01-09,45
CHK03645,MB0604,C01,2024-02-04,30
CHK03646,MB0088,C02,2024-06-09,45
CHK03647,MB0108,C03,2024-01-16,60
CHK03648,MB0546,C08,2024-08-28,75
CHK03649,MB0222,C04,2024-11-24,30
CHK03650,MB0371,C04,2024-03-22,60
CHK03651,MB0140,C04,2024-06-12,75
CHK03652,MB0384,C06,2024-04-20,90
CHK03653,MB0658,C04,2024-03-26,45
CHK03654,MB0762,C07,2024-02-14,30
CHK03655,MB0092,C01,2024-10-31,90
CHK03656,MB0611,C02,2024-12-02,90
CHK03657,MB0008,C08,2024-07-05,90
CHK03658,MB0224,C03,2024-05-31,60
CHK03659,MB0226,C06,2024-11-14,75
CHK03660,MB0687,C08,2024-09-01,45
CHK03661,MB0368,C02,2024-10-02,30
CHK03662,MB0454,C04,2024-07-05,30
CHK03663,MB0567,C08,2024-01-23,60
CHK03664,MB0184,C06,2024-10-11,75
CHK03665,MB0385,C03,2024-06-26,45
CHK03666,MB0744,C04,2024-06-17,45
CHK03667,MB0420,C02,2024-12-17,45
CHK03668,MB0727,C06,2024-10-23,75
CHK03669,MB0101,C01,2024-11-04,60
CHK03670,MB0020,C07,2024-09-30,45
CHK03671,MB0478,C03,2024-09-18,60
CHK03672,MB0105,C05,2024-06-30,60
CHK03673,MB0654,C07,2024-10-26,90
CHK03674,MB0782,C02,2024-02-06,75
CHK03675,MB0365,C04,2024-04-13,30
CHK03676,MB0101,C07,2024-02-26,60
CHK03677,MB0135,C01,2024-04-17,90
CHK03678,MB0254,C03,2024-11-06,45
CHK03679,MB0037,C02,2024-09-05,75
CHK03680,MB0524,C05,2024-05-22,60
CHK03681,MB0686,C04,2024-06-17,30
CHK03682,MB0715,C08,2024-12-10,75
CHK03683,MB0003,C07,2024-01-10,30
CHK03684,MB0494,C03,2024-12-18,75
CHK03685,MB0616,C06,2024-10-31,30
CHK03686,MB0741,C05,2024-05-03,90
CHK03687,MB0690,C02,2024-09-09,75
CHK03688,MB0476,C04,2024-03-26,90
CHK03689,MB0316,C04,2024-12-31,30
CHK03690,MB0703,C01,2024-05-18,60
CHK03691,MB0149,C04,2024-09-04,30
CHK03692,MB0559,C01,2024-08-10,90
CHK03693,MB0436,C04,2024-07-16,45
CHK03694,MB0165,C08,2024-08-29,75
CHK03695,MB0618,C06,2024-12-18,60
CHK03696,MB0445,C01,2024-12-02,60
CHK03697,MB0479,C05,2024-03-25,30
CHK03698,MB0426,C04,2024-12-21,90
CHK03699,MB0534,C06,2024-07-09,90
CHK03700,MB0741,C02,2024-12-05,90
CHK03701,MB0170,C03,2024-04-14,90
CHK03702,MB0051,C04,2024-12-02,45
CHK03703,MB0413,C02,2024-11-28,60
CHK03704,MB0596,C05,2024-03-30,60
CHK03705,MB0383,C05,2024-05-11,45
CHK03706,MB0714,C08,2024-08-13,90
CHK03707,MB0433,C06,2024-01-10,45
